Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned
266,Caringin Tilu,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",Cagar Alam,Bandung,https://1.bp.blogspot.com/-QFFrwsKy4vQ/XTM_bEU6QXI/AAAAAAAACEg/5aj9yyutuWoZ8K6mtp8QAUyIL6yDgOX8ACLcBGAs/s1600/keindahan-kota-bandung-dari-dapur-caringin-tilu.jpg,bandung kehilangan pesonanya wisata alamnya membius wisatawan berkunjung caringin tilu salah satunya wisata pemandangan alam indah pemandangan kota bandung terhampar 180 derajat favorit wisatawan kawasan wisata bukit moko dimana tersedia kafe makan menemani libur santai wisatawan siang pemandangan alam indah disuguhkan malam digantikan pemandangan lampu kota
267,Panama Park 825,"Panama Park Bandung menjadi salah satu tempat bermain di Bandung, Jawa Barat. Wahana rekreasi yang disebut-sebut terbesar di Bandung ini dibuka sejak Mei 2019 lalu. Ada beberapa permainan yang ditawarkan di arena ini, misalnya playground hingga snow park yang berisi salju. Pengguna pun bisa merasakan sensasi salju sebenarnya.",Taman Hiburan,Bandung,https://infowisatabandung.com/wp-content/uploads/2021/12/alun-alun-bandung-750x572.jpg,panama park bandung salah bermain bandung jawa barat wahana rekreasi disebutsebut terbesar bandung dibuka mei 2019 permainan ditawarkan arena playground snow park berisi salju pengguna merasakan sensasi salju
268,Sudut Pandang Bandung,"Sudut Pandang Cafe Bandung merupakan sebuah destinasi wisata baru di kawasan Pluncut. Sudut Pandang Cafe Bandung ini sendiri tepatnya berada di kawasan Sarae Hills di Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, Kabupaten Bandung Barat, Jawa Barat. Sebagai informasi, Sarae Hills merupakan kawasan wisata di Punclut yang memadukan wisata alam, wisata kuliner, wisata selfie dan kegiatan outbound. Di kawasan ini, kamu bisa berlibur bersama teman atau keluarga sambil menikmati pemandangan alam serta Bandung city view. Sebelumnya Sarae Hills telah bekerja sama dengan beberapa tempat wisata yakni Tafso Barn, Lereng Anteng, De BlankON, Dago Bakery, Cakrawala Sparkling Nature, dan D’Dieuland. Nah, mulai tanggal 5 September kemarin, Sarae Hills dihiasi dengan sebuah cafe yang tak lain adalah Sudut Pandang Cafe Bandung.",Taman Hiburan,Bandung,https://thesmartlocal.id/wp-content/uploads/2021/05/sudut-pandang-bandung-open-air-dining-1024x731.jpg,sudut pandang cafe bandung destinasi wisata kawasan pluncut sudut pandang cafe bandung tepatnya kawasan sarae hills jalan pagermaneuh rt 05rw 07 pagerwangi lembang kabupaten bandung barat jawa barat informasi sarae hills kawasan wisata punclut memadukan wisata alam wisata kuliner wisata selfie kegiatan outbound kawasan berlibur teman keluarga menikmati pemandangan alam bandung city view sarae hills wisata tafso barn lereng anteng de blankon dago bakery cakrawala sparkling nature ddieuland tanggal 5 september kemarin sarae hills dihiasi cafe sudut pandang cafe bandung
269,Bumi Perkemahan Batu Kuda,"Bumi Perkemahan Batu Kuda ini terletak di Desa Cibiru Wetan, Kecamatan Cileunyi, Kabupaten Bandung, tepatnya berada di kaki gunung Manglayang. Area Batu Kuda sendiri cukup terkenal di kalangan masyarakat sekitar. Selain karena merupakan titik pertama bagi para pendaki yang hendak melanjutkan perjalanan ke puncak gunung Manglayang, konon pada zaman dahulu, seorang prabu dari sebuah kerajaan di Jawa Barat yang bernama Prabu Layang Kusuma sedang menunggangi kuda nya yang bisa terbang di sekitar gunung Manglayang. Dan secara tiba – tiba kuda yang ditunggangi sang Prabu terjerembab ke dalam kubangan. Sekuat apapun usaha kuda tersebut untuk keluar dari kubangan tersebut tidak membuahkan hasil. Hingga lambat laun kuda milik sang Prabu yang terjerembab tersebut berubah menjadi batu. Maka batu tersebut disebut lah dengan istilah Batu Kuda. Selain itu, sang Prabu sendiri memilih untuk bertapa di dekat Batu Kuda, dan kini tempat sang Prabu bertapa dikenal dengan nama Batu Kursi. Area perkemahan Batu Kuda yang terbilang cukup luas, membuat anda tidak perlu khawatir kehabisan titik berkemah. Tak hanya itu, anda bisa melihat pohon – pohon pinus yang menjulang sejauh mata memandang. Selain digunakan untuk tempat berkemah para pendaki, anda pun bisa mengajak keluarga anda saat liburan. Karena area ini terbuka untuk anda sekeluarga yang sekedar ingin berjalan – jalan menikmati hutan pinus, ataupun menghabiskan malam dengan tidur di hotel bertabur bintang.",Cagar Alam,Bandung,https://lh5.googleusercontent.com/p/AF1QipNRJwd6F2Pz85CL0hHjxrJ_T3kKc7tPPT8-0TXb=w1080-k-no,bumi perkemahan batu kuda terletak desa cibiru wetan kecamatan cileunyi kabupaten bandung tepatnya kaki gunung manglayang area batu kuda terkenal kalangan masyarakat titik pendaki melanjutkan perjalanan puncak gunung manglayang konon zaman prabu kerajaan jawa barat bernama prabu layang kusuma menunggangi kuda nya terbang gunung manglayang kuda ditunggangi sang prabu terjerembab kubangan sekuat apapun usaha kuda kubangan membuahkan hasil lambat laun kuda milik sang prabu terjerembab berubah batu batu istilah batu kuda sang prabu memilih bertapa batu kuda sang prabu bertapa dikenal nama batu kursi area perkemahan batu kuda terbilang luas khawatir kehabisan titik berkemah pohon pohon pinus menjulang mata memandang berkemah pendaki mengajak keluarga liburan area terbuka sekeluarga sekedar berjalan jalan menikmati hutan pinus menghabiskan malam tidur hotel bertabur bintang
270,Bukit Bintang,"Bukit Bintang (Melayu [bu.ket̚ bi.ntaŋ]; disebut dengan nama Bintang Walk atau Starhill, yang terakhir menjadi terjemahan dari nama Melayu) adalah nama dari distrik perbelanjaan dan hiburan di Kuala Lumpur, Malaysia. Daerah ini meliputi Jalan Bukit Bintang dan daerah disekitarnya. Daerah ini telah lama menjadi pusat ritel paling menonjol di Kuala Lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. Daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. Sebuah bagian dari Bintang Walk identik disebut sebagai ""Arab Street"".",Cagar Alam,Bandung,https://tourbandung.id/wp-content/uploads/2018/11/14.-Bukit-Bintang-Bandung-750x450.jpg,bukit bintang melayu buket binta nama bintang walk starhill terjemahan nama melayu nama distrik perbelanjaan hiburan kuala lumpur malaysia daerah meliputi jalan bukit bintang daerah disekitarnya daerah pusat ritel menonjol kuala lumpur rumah pusat perbelanjaan terkenal kafe al fresco bar megah pasar malam jajananjenis restoran daerah populer kalangan wisatawan penduduk lokal kalangan pemuda bintang walk identik arab street
271,Taman Vanda,"Taman Vanda Bandung adalah taman yang terletak di Kota Bandung, Jawa Barat. Taman ini memiliki latar belakang pemandangan air mancur pada malam hari. Pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona.\nUntuk melengkapi masyarakat Bandung yang ingin bersantai, di Taman Vanda disediakan bangku-bangku taman. Pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. Bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon.",Taman Hiburan,Bandung,https://lh5.googleusercontent.com/p/AF1QipMFi501IJzT2muARGW6m_XOeugqEOyJ1uJfRTce=w800-h500-k-no,taman vanda bandung taman terletak kota bandung jawa barat taman memiliki latar pemandangan air mancur malam malam dipasang air mancur 20 titik sorot lampu warnawarni memesonanuntuk melengkapi masyarakat bandung bersantai taman vanda disediakan bangkubangku taman pepohonan rimbun ditanam taman membuatnya segar asri bersantai siang asyik angin semilir sinar matahari tertutupi rimbunnya pohonpohon
272,Taman Budaya Jawa Barat,"Taman Budaya Jawa Barat (TBJB) didirikan pada tahun 1991 di Kawasan Dago Tea House. TBJB memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. Semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga Bandung, khususnya para seniman. TBJB menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb.",Budaya,Bandung,https://4.bp.blogspot.com/-7pz_tR1A-XM/WBYt2JNFTTI/AAAAAAAAPuU/sFp1Ov7i0QU9QKY1QHDjBco8PAElwlTuACLcB/s1600/Taman%2BBudaya%2BDago.jpg,taman budaya jawa barat tbjb didirikan 1991 kawasan dago tea house tbjb memiliki fasilitas gedung teater tertutup teater terbuka ruang pameran sekertariat sanggar olah seni wisma seni cafetaria fasilitas diperuntunkan kelancaran beraktifitas berkarya warga bandung seniman tbjb menghelat agenda menarik pementasan karya seni lomba seni eksperimentasi karya seni seminar workshop sarasehan seni budaya penerbitan buku dsb
273,Curug Bugbrug,"Curug Bugbrug Sesuai dengan namanya kata Bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. Jadi apabila Anda ditanya kenapa air terjun di bandung ini dinamai Curug Bugbrug Maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. Dan jatuhnya tersebut terdengar suara di dasar curug seperti ” brug…brug…brug ” begitu saking kerasnya. Curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. Tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",Cagar Alam,Bandung,https://backpackerjakarta.com/wp-content/uploads/2016/10/62980964-0B7A-4C58-8980-FCF37E521E09.jpg,curug bugbrug sesuai namanya bugbrug bahasa sunda bertumpuk tumpah tindih air terjun bandung dinamai curug bugbrug jawabannya air jatuh bertumpuktumpuk jatuhnya terdengar suara dasar curug brugbrugbrug saking kerasnya curug ketinggian 1050 meter permukaan air laut memiliki ketinggian 50 meter tingginya lebar curug 2 meter pusat buruan wisatawan berlibur bandung
274,Babakan Siliwangi City Forest Path Bandung,Forest walk Babakan Siliwangi adalah fasilitas publik berupa hutan kota. Hutan ini merupakan hutan kota yang masih aktif di kota Bandung hingga kini. Letaknya strategis berada di kawasan taman sari dekat dengan kampus ITB dan kebun binatang. Kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. Jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. Pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.,Cagar Alam,Bandung,https://salsawisata.com/wp-content/uploads/2022/06/Babakan-Siliwangi-City-Forest-Path-Bandung.jpg,forest walk babakan siliwangi fasilitas publik hutan kota hutan hutan kota aktif kota bandung letaknya strategis kawasan taman sari kampus itb kebun binatang kawasan bernuansa sejuk didominasi pepohonan rindang jembatan kayu besi terhubung mengelilingi kawasan jalan menyusuri hutan pengunjung berjalan jembatan kayu menikmati segarnya udara kawasan hutan kota
275,Curug Cipanas,"Siapa bilang berendam air panas harus merogoh kocek dalam? Kabupaten Bandung Barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. Adalah Curug Cipanas Nagrak, objek wisata alam yang menawarkan pemandian air panas alami. Pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. Mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. Pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka.
",Cagar Alam,Bandung,https://sanjayatour.com/wp-content/uploads/2020/04/Curug-Cipanas-Nagrak-Kancah-Bandung.jpg,bilang berendam air panas merogoh kocek kabupaten bandung barat solusi pelancong merasakan manfaat air panas pegunungan asli membayar mahal curug cipanas nagrak objek wisata alam menawarkan pemandian air panas alami pemandian air panas kolam air terjun alami kawasan perkebunan mata airnya mengalir deras air terjun lahan perbukitan hijau pengunjung merasakan sensasi berendam kolam air panas nyaman alam terbuka
276,Taman Jomblo,"Taman Jomblo dapat mengacu kepada:\n\nTaman Pasupati, sebuah taman yang didirikan oleh Ridwan Kamil di Bandung\nPedestrian Jomblo, sebuah tempat rekreasi yang didirikan di Jambi\nTaman Jomblo (Mataram), sebuah taman yang didirikan di Mataram, Nusa Tenggara Barat",Taman Hiburan,Bandung,https://statik.tempo.co/data/2014/01/06/id_252232/252232_650.jpg,taman jomblo mengacu kepadanntaman pasupati taman didirikan ridwan kamil bandungnpedestrian jomblo rekreasi didirikan jambintaman jomblo mataram taman didirikan mataram nusa tenggara barat
277,Peta Park,"Bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. Terutama untuk para anak muda. Beberapa waktu lalu Peta Park Bandung dibuka. Tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. Sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. Taman rekreasi yang ada di pusat kota Bandung ini memiliki konsep taman piknik. Karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. Akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik.",Taman Hiburan,Bandung,https://tourbandung.id/wp-content/uploads/2019/05/Gedung-Peta-Park-Bandung.jpg,bandung henti menawarkan wisata menarik dikunjungi anak muda peta park bandung dibuka wisata menawarkan konsep tamantaman bersih indah cocok bersantai menghindari hirukpikuk kota taman rekreasi pusat kota bandung memiliki konsep taman piknik pengunjung berfoto kegiatan berpiknik
278,Masjid Daarut Tauhiid Bandung,"pada bulan Juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di Jalan Gegerkalong Girang nomor 38 Bandung. Masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah Daarut Tauhid. Pada saat itu, di bagian bawah bangunan Masjid Daarut Tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. Adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko (minimarket), ruang khusus akhwat, ruang wudhu, dan kamar mandi. Pada tahun 2015 dilakukan pembangunan perluasan dan renovasi Masjid Daarut Tauhid Bandung secara besar-besaran. Peletakan batu pertama pembangunan masjid dilakukan pada Kamis, 29 Januari 2015. Dua tahun kemudian tepatnya tanggal 20 November 2017 Masjid Daarut Tauhiid rampung pembangunannya dan diresmikan oleh KH. Abdullah Gymnastiar selaku Pembina Pesantren Daarut Tauhiid. Masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. Pintu masjid terpisah antara ikhwan dan akhwat. Front Office (FO) DKM juga ada pada masing-masing area. Tempat wudhu dan kamar mandi dekat dengan pintu masuk. Salah satu hal yang membedakan Masjid Daarut Tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. Selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat.",Tempat Ibadah,Bandung,https://www.daaruttauhiid.org/wp-content/uploads/2019/12/Akhir-2019-Ini-Progres-Wakaf-Masjid-3-in-1_Daarut-Tauhiid.jpg,juli 1993 berdirilah masjid berlantai tepatnya jalan gegerkalong girang nomor 38 bandung masjid dijuluki masjid seribu tangan dibangun gotong royong ribuan masyarakat jamaah daarut tauhid bangunan masjid daarut tauhid dialokasikan kamar tidur berfungsi asrama santri putri akhwat berkapasitas 70 orang lantai difungsikan shalat lantai dijadikan area toko minimarket ruang khusus akhwat ruang wudhu kamar mandi 2015 pembangunan perluasan renovasi masjid daarut tauhid bandung besarbesaran peletakan batu pembangunan masjid kamis 29 januari 2015 tepatnya tanggal 20 november 2017 masjid daarut tauhiid rampung pembangunannya diresmikan kh abdullah gymnastiar pembina pesantren daarut tauhiid masjid hasil renovasi terbaru dibangun 4 lantai plus basement lantai pintu masjid terpisah ikhwan akhwat front office fo dkm masingmasing area wudhu kamar mandi pintu masuk salah membedakan masjid daarut tauhid bersahabat jamaah difabel memfasilitasi lift khusus memudahkan ruangan masjid lantai 4 dilengkapi kamar mandi khusus difabel terpisah ikhwan akhwat
